"Aggregated Date/Time","Variable","Depth","Site Name","Latitude","Longitude","mean","median","p5","p95","lowest","highest"
2010-09-01T00:00,"wspeed_v","99999.9","site_a","-15.25","145.46",6.176550354888183,6.269139385071802,5.346766602450297,7.231647611445512,5.22045285521992,7.231647611445512
2010-09-01T00:00,"v","-0.5","site_a","-15.25","145.46",0.11174638917996942,0.1467134292320128,3.530419706681922E-4,0.2009324003764291,0.0,0.2009324003764291
2010-09-02T00:00,"wspeed_v","99999.9","site_a","-15.25","145.46",5.973941020318566,6.041448955097359,5.447607187425972,6.545938471203325,5.357935678461419,6.545938471203325
2010-09-02T00:00,"v","-0.5","site_a","-15.25","145.46",0.11343297784332611,0.11044984770590024,0.07272162034043991,0.20063861160377217,0.06825544583723205,0.20063861160377217
2010-09-03T00:00,"wspeed_v","99999.9","site_a","-15.25","145.46",7.299730440244706,7.479698349577483,5.858299827492143,8.478406144896457,5.740259485569919,8.478406144896457
2010-09-03T00:00,"v","-0.5","site_a","-15.25","145.46",0.26994329217071983,0.2559915011151458,0.20617267303554826,0.35009603367947717,0.1868823126375556,0.35009603367947717
2010-09-04T00:00,"wspeed_v","99999.9","site_a","-15.25","145.46",2.7285995013116633,2.7702062415971933,1.287762511236454,4.317515761287076,1.2816878039496031,4.317515761287076
2010-09-04T00:00,"v","-0.5","site_a","-15.25","145.46",0.11658603887554808,0.12813731450893098,0.04175411370376096,0.2133160433084301,0.0370549425225291,0.2133160433084301
2010-09-05T00:00,"wspeed_v","99999.9","site_a","-15.25","145.46",3.6770115062558175,3.4430173167612184,3.0315784775621126,5.2630416975423016,3.012313930501638,5.2630416975423016
2010-09-05T00:00,"v","-0.5","site_a","-15.25","145.46",0.044573417434775664,0.08200771093239499,-0.06860137031326824,0.1324345740504011,-0.075613857501116,0.1324345740504011
2010-09-06T00:00,"wspeed_v","99999.9","site_a","-15.25","145.46",4.765515227284421,4.746821511467745,3.762918715686416,6.016249920654526,3.7074969485884828,6.016249920654526
2010-09-06T00:00,"v","-0.5","site_a","-15.25","145.46",-0.06773149636131041,-0.04884240882776998,-0.16670160372179477,0.01725213283154542,-0.1696749344474614,0.01725213283154542
2010-09-07T00:00,"wspeed_v","99999.9","site_a","-15.25","145.46",6.008256577752687,6.0372904074650755,5.313636007471232,7.142334809223807,5.133866571071237,7.142334809223807
2010-09-07T00:00,"v","-0.5","site_a","-15.25","145.46",-0.08899494038919747,-0.08646091812215063,-0.19151444759453476,-0.0026997979371196465,-0.19495657300424504,-0.0026997979371196465
2010-09-08T00:00,"wspeed_v","99999.9","site_a","-15.25","145.46",6.368629043185041,6.440472511619081,5.479640370599909,7.382250275943354,5.243630101433232,7.382250275943354
2010-09-08T00:00,"v","-0.5","site_a","-15.25","145.46",0.06827581113070934,0.06249062358754586,0.014170389659858177,0.18576685870417492,-1.8412209156576186E-4,0.18576685870417492
2010-09-09T00:00,"wspeed_v","99999.9","site_a","-15.25","145.46",5.087285529282467,5.071921454372812,4.110651514761316,6.701015168279857,4.004387954689429,6.701015168279857
2010-09-09T00:00,"v","-0.5","site_a","-15.25","145.46",0.0769753150547232,0.07086387388099223,0.018424339518245236,0.1749143965671467,0.012735241714099855,0.1749143965671467
2010-09-10T00:00,"wspeed_v","99999.9","site_a","-15.25","145.46",3.445651676922239,3.6093174862835267,1.8166046077825484,4.378278739159079,1.4346362945286881,4.378278739159079
2010-09-10T00:00,"v","-0.5","site_a","-15.25","145.46",0.02995724142638696,0.0422005482400371,-0.06119400164531631,0.10488008097797308,-0.06912221739165887,0.10488008097797308
2010-09-11T00:00,"wspeed_v","99999.9","site_a","-15.25","145.46",3.398532048463353,3.3429790667750607,2.574393029057209,4.848060607177024,2.0853607116841677,4.848060607177024
2010-09-11T00:00,"v","-0.5","site_a","-15.25","145.46",-0.013615929227596954,-0.013773132779616832,-0.03774822390653749,0.018723624593183403,-0.05264243593509226,0.018723624593183403
2010-09-12T00:00,"wspeed_v","99999.9","site_a","-15.25","145.46",4.569406338992978,4.60363745617465,4.051737346778667,5.298329988319262,3.9435743833215655,5.298329988319262
2010-09-12T00:00,"v","-0.5","site_a","-15.25","145.46",0.11617725334204476,0.13708179963457923,0.029776466304261846,0.16193708115307684,0.018356561898548764,0.16193708115307684
2010-09-13T00:00,"wspeed_v","99999.9","site_a","-15.25","145.46",4.259545719768632,4.255026769006143,3.0333634856666576,5.544871009366393,2.868793620888745,5.544871009366393
2010-09-13T00:00,"v","-0.5","site_a","-15.25","145.46",0.19237710257450294,0.17946562770121532,0.15131756085408976,0.24682735466200736,0.1459765849635069,0.24682735466200736
2010-09-14T00:00,"wspeed_v","99999.9","site_a","-15.25","145.46",3.705472574136669,3.8471879225554533,2.7516773180684484,4.505114889689183,2.735994756953236,4.505114889689183
2010-09-14T00:00,"v","-0.5","site_a","-15.25","145.46",0.19655605049779146,0.2122572053262371,0.15370176870521016,0.23194735883028808,0.15219514242250076,0.23194735883028808
2010-09-15T00:00,"wspeed_v","99999.9","site_a","-15.25","145.46",3.519716258767067,3.6249538796797114,2.5597467766276667,4.13796498602978,2.0625143879378345,4.13796498602978
2010-09-15T00:00,"v","-0.5","site_a","-15.25","145.46",0.06788712472304627,0.11477727989065745,-0.034500819197658225,0.14673793077025968,-0.0402585685673982,0.14673793077025968
2010-09-16T00:00,"wspeed_v","99999.9","site_a","-15.25","145.46",3.2426581718921956,2.967813052527684,1.8218953295973037,4.792526488622155,1.7720412248268733,4.792526488622155
